Month/ year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI,Average AQI monthly
,14/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.21,53.14,11.86,2.56,7.35,0.23,7.3,51.00 ,
,15/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.15,59.4,12.24,2.64,7.67,0.24,7.36,57.00 ,
,16/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.87,80.66,15.34,3.31,8.06,0.3,7.33,77.00 ,
,17/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.3,86.5,14.96,3.23,7.96,0.28,7.44,80.00 ,
,18/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.5,67.76,10.47,2.26,7.52,0.21,7.39,87.00 ,
,19/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),11.24,43.31,10.91,2.35,7.52,0.21,7.26,46.00 ,
,20/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.44,54.6,10.81,2.33,7.18,0.21,7.34,48.00 ,
,21/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),11.62,54.93,10.83,2.34,6.87,0.21,7.2,51.00 ,
,22/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.96,77.83,80.2,17.3,63.95,1.56,7.69,77.00 ,
,23/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.8,117.29,75.97,16.39,161.2,1.49,7.69,,
,26/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.31,127.96,17.82,3.84,11.02,0.34,7.25,118.00 ,
,27/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21,121.1,20.22,4.36,11.43,0.4,7.3,122.00 ,
,28/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.96,110.94,19.29,4.16,11.48,0.38,7.36,111.00 ,
,29/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.5,87.22,15.29,3.3,11.69,0.3,7.29,92.00 ,
,30/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.92,109.05,17.4,3.75,11.8,0.34,7.26,86.00 ,
,31/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.17,100.08,21.54,19.67,12.88,0.45,12.1,115.00 ,
Nov/24,01/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.49,108.98,16.07,3.47,12.22,0.32,7.28,83.00 ,125.10 
,02/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34.76,166.46,17.59,3.79,12.05,0.34,7.32,142.00 ,
,03/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.56,127.88,16.16,3.48,11.77,0.32,7.18,121.00 ,
,04/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),27.92,142.82,17.27,3.73,11.7,0.34,7.15,127.00 ,
,05/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.61,146.36,17.15,3.7,11.68,0.34,7.26,127.00 ,
,06/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.61,155.05,17.65,3.81,12.15,0.35,7.23,139.00 ,
,07/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.79,155.11,18.23,3.93,11.76,0.36,7.26,37.00 ,
,08/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.15,191.78,19.16,4.13,11.92,0.38,7.22,162.00 ,
,09/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.17,163.66,18.18,3.92,11.77,0.36,7.36,154.00 ,
,10/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34,137.17,17.43,3.76,11.47,0.34,7.36,128.00 ,
,11/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34.37,134.83,16.52,3.56,11.15,0.32,7.26,123.00 ,
,12/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34.86,141.83,17.19,3.71,11.14,0.34,7.4,124.00 ,
,13/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.42,128.63,17.41,3.76,11.39,0.34,7.34,124.00 ,
,14/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.68,141.95,19.05,4.11,11.81,0.38,7.46,124.00 ,
,15/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.6,132.27,19.49,4.2,12.17,0.38,7.31,127.00 ,
,16/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.11,150.66,19.56,4.22,11.37,0.38,7.28,127.00 ,
,17/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34.74,132.19,18.01,3.88,11.23,0.35,7.23,129.00 ,
,18/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.89,129.24,17.14,3.7,11.22,0.34,7.43,121.00 ,
,19/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.31,129.93,18.11,3.9,11.31,0.36,7.26,113.00 ,
,20/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.1,122.22,15.52,3.35,11.6,0.3,7.64,119.00 ,
,21/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.13,139.27,17.65,3.81,11.75,0.35,7.66,120.00 ,
,22/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),38.54,159.66,19.87,4.28,11.85,0.39,7.83,138.00 ,
,23/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.4,173.85,23.7,5.11,12.36,0.47,7.74,147.00 ,
,24/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.42,169.14,22.65,4.89,12.38,0.44,7.74,150.00 ,
,25/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),38.68,158.28,20.02,4.32,12.38,0.39,7.57,140.00 ,
,26/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.99,138.89,17.78,3.83,12.61,0.35,7.66,128.00 ,
,27/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.04,131.5,16.46,3.55,13.08,0.32,7.55,121.00 ,
,28/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.59,133.69,16.3,3.51,13.39,0.32,7.76,120.00 ,
,29/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.81,125.58,16.87,3.64,14.34,0.33,7.66,118.00 ,
,30/11/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.21,134.71,19.55,4.22,15.82,0.38,7.32,120.00 ,
Dec/24,01/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.31,142.35,20.8,4.49,14.16,0.41,7.26,133.00 ,139.54 
,02/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.07,150.92,22.11,4.77,13.33,0.43,7.17,133.00 ,
,03/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.21,117.41,18.26,3.94,12.98,0.36,7.3,121.00 ,
,04/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.33,131.41,18.15,3.91,13.01,0.36,7.37,,
,05/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),34.02,133.64,20.17,4.35,12.99,0.4,7.13,,
,06/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.25,154.77,23.45,5.06,15.39,0.46,7.28,130.00 ,
,07/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.25,149.96,19.45,4.19,15.87,0.38,7.34,135.00 ,
,08/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.43,135.8,19.1,4.12,14.79,0.38,7.13,128.00 ,
,09/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.56,127.39,17.35,3.74,13.58,0.34,7.25,116.00 ,
,10/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.37,140.14,19.33,4.17,15.94,0.38,7.37,117.00 ,
,11/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.18,143,21.15,4.56,18.82,0.41,7.44,134.00 ,
,12/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.63,159.1,23.74,5.12,19.12,0.47,7.42,141.00 ,
,13/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.72,126.23,16.76,3.61,16.62,0.33,7.44,118.00 ,
,14/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.88,138.79,17.92,3.87,16.19,0.35,7.19,115.00 ,
,15/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.59,141.03,20.56,4.43,16.34,0.4,7.32,132.00 ,
,16/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.99,161.6,25.46,5.49,17.26,0.5,7.18,145.00 ,
,17/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),39.63,178.06,29.04,6.26,17.81,0.57,7.05,151.00 ,
,18/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),39.67,171.08,25.28,5.45,17.06,0.5,7.26,145.00 ,
,19/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.17,182.83,27.36,5.9,17.15,0.54,7.22,158.00 ,
,20/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),43.66,183.73,23.52,5.07,17.01,0.46,7.41,147.00 ,
,21/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),44.9,194.01,21.69,4.68,17.11,0.43,7.39,172.00 ,
,22/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),39.75,160.72,19.79,4.27,15.48,0.39,7.45,153.00 ,
,23/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.13,156.03,20.29,4.38,15.15,0.4,7.47,127.00 ,
,24/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.05,179.91,21.32,4.6,15.25,0.42,7.2,140.00 ,
,25/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.11,191.88,20.72,4.47,15.13,0.41,7.35,171.00 ,
,26/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),42.53,190.5,23.95,5.17,14.96,0.47,7.16,154.00 ,
,27/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),38.32,174.15,23.77,5.13,15.12,0.47,7.24,148.00 ,
,28/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),46.38,203.76,24.17,5.21,14.53,0.48,7.45,165.00 ,
,29/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.24,160.64,22.59,4.87,14.85,0.44,7.21,163.00 ,
,30/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.42,117.13,19.6,4.23,14.17,0.38,7.07,115.00 ,
,31/12/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.1,161.2,22.89,4.94,14.69,0.45,7.26,,
